region_id,region_name,date,rainfall_mm_3h,rainfall_mm_24h,slope_deg,soil_moisture,river_level_m,land_use_type,risk_score,flood_occurred
REG_00279,Mangan,2022-02-23,24.88,89.3,55.83,0.399,1.49,Urban,41.2,0
REG_00280,Shimla,2020-09-02,90.64,248.03,37.09,0.706,4.92,Urban,71.1,0
REG_00281,Shimla,2024-02-09,54.14,109.04,28.02,0.39,2.1,Forest,33.3,0
REG_00282,Uttarkashi,2024-09-01,78.21,127.23,18.74,0.439,3.44,Agriculture,40.3,0
REG_00283,Haridwar,2021-06-21,128.72,216.09,50.53,0.629,4.24,Forest,59.8,0
REG_00284,Kinnaur,2025-03-05,34.47,115.18,26.55,0.444,2.57,Agriculture,38.6,0
REG_00285,Chamoli,2025-01-15,9.44,50.66,35.82,0.24,1.65,Agriculture,25.7,0
REG_00286,Pakyong,2022-07-09,31.84,44.82,35.44,0.251,1.07,Barren,26.5,0
REG_00287,Kinnaur,2021-06-08,62.1,112.51,47.02,0.391,3.17,Agriculture,41.6,0
REG_00288,Dehradun,2024-03-09,29.0,86.82,44.21,0.308,2.17,Agriculture,34.1,0
REG_00289,Rudraprayag,2020-02-05,40.09,126.56,31.18,0.405,2.49,Forest,37.1,0
REG_00290,Rudraprayag,2021-11-15,0.26,68.28,31.3,0.277,2.61,Forest,27.3,0
REG_00291,Gyalshing,2020-01-20,8.17,51.61,23.52,0.295,1.91,Forest,23.1,0
REG_00292,Dehradun,2021-02-03,21.4,82.53,27.05,0.312,2.47,Agriculture,31.4,0
REG_00293,Gyalshing,2022-08-29,98.61,115.13,45.57,0.445,2.88,Agriculture,42.4,0
REG_00294,Mangan,2025-03-21,7.16,65.68,38.12,0.372,1.91,Forest,29.1,0
REG_00295,Rudraprayag,2023-03-12,9.78,74.32,12.55,0.338,2.04,Agriculture,27.8,0
REG_00296,Namchi,2023-01-20,3.5,46.9,35.41,0.202,1.07,Agriculture,23.1,0
REG_00297,Gangtok,2022-04-13,45.94,119.32,57.75,0.422,2.59,Forest,41.3,0
REG_00298,Kangra,2024-12-28,19.2,152.61,15.46,0.587,3.55,Forest,44.1,0
REG_00299,Kinnaur,2025-06-05,51.41,103.48,15.25,0.409,2.59,Urban,38.5,0
REG_00300,Tehri,2022-05-03,35.51,119.58,43.39,0.41,3.33,Agriculture,42.6,0
REG_00301,Chamba,2020-02-20,19.19,131.14,57.89,0.451,2.79,Forest,43.8,0
REG_00302,Mangan,2021-07-28,135.02,160.22,11.34,0.62,4.83,Forest,47.7,0
REG_00303,Pithoragarh,2023-02-22,43.32,64.37,27.23,0.362,2.13,Agriculture,29.9,0
REG_00304,Mangan,2024-09-11,42.7,81.79,13.35,0.349,2.21,Agriculture,29.4,0
REG_00305,Mangan,2021-11-12,36.93,152.03,23.29,0.521,3.33,Agriculture,45.8,0
REG_00306,Mandi,2022-04-17,36.03,88.19,37.73,0.389,1.87,Urban,38.5,0
REG_00307,Shimla,2022-12-13,22.86,68.65,32.11,0.289,2.08,Forest,26.7,0
REG_00308,Pakyong,2024-05-14,24.13,56.43,28.17,0.339,1.54,Forest,24.8,0
REG_00309,Mandi,2020-01-05,18.24,41.36,20.53,0.257,1.38,Agriculture,21.9,0
REG_00310,Dehradun,2023-01-31,6.01,37.98,40.97,0.186,1.38,Forest,20.7,0
REG_00311,Tehri,2023-05-04,5.57,50.06,38.79,0.321,1.12,Forest,24.6,0
REG_00312,Pakyong,2022-02-12,47.16,83.83,43.15,0.315,2.13,Agriculture,33.6,0
REG_00313,Dehradun,2022-05-26,19.17,60.49,49.66,0.211,2.04,Agriculture,29.2,0
REG_00314,Kullu,2022-09-18,64.24,171.38,46.47,0.632,4.18,Urban,60.4,0
REG_00315,Pakyong,2020-02-16,25.16,61.66,57.86,0.351,1.39,Urban,36.9,0
REG_00316,Tehri,2020-09-25,50.37,75.33,18.47,0.303,2.2,Agriculture,28.3,0
REG_00317,Mandi,2021-01-04,11.81,90.59,57.57,0.474,2.35,Forest,38.7,0
REG_00318,Gangtok,2021-09-27,74.17,115.09,18.61,0.482,3.0,Barren,41.6,0
REG_00319,Chamba,2023-02-03,10.65,53.36,52.14,0.176,1.3,Agriculture,26.4,0
REG_00320,Uttarkashi,2024-08-20,92.78,124.81,49.42,0.422,3.19,Barren,46.7,0
REG_00321,Kinnaur,2024-08-09,68.45,119.77,43.3,0.515,2.78,Agriculture,44.1,0
REG_00322,Chamoli,2021-10-18,23.36,142.89,45.31,0.616,3.25,Forest,48.1,0
REG_00323,Pakyong,2020-04-29,24.91,131.71,44.58,0.474,3.86,Agriculture,46.9,0
REG_00324,Namchi,2022-04-10,34.93,102.27,36.5,0.445,2.6,Barren,41.3,0
REG_00325,Namchi,2024-12-15,13.0,48.84,11.63,0.246,1.35,Agriculture,21.0,0
REG_00326,Dehradun,2022-12-17,7.03,78.06,38.98,0.367,2.77,Agriculture,34.8,0
REG_00327,Gyalshing,2025-05-28,39.62,170.76,29.46,0.559,3.82,Forest,48.5,0
REG_00328,Chamoli,2023-10-01,3.21,76.71,23.62,0.26,2.47,Urban,32.8,0
REG_00329,Rudraprayag,2022-01-10,75.08,136.31,34.51,0.482,3.65,Forest,43.0,0
REG_00330,Tehri,2020-04-26,10.15,34.32,52.41,0.38,1.07,Agriculture,28.9,0
REG_00331,Haridwar,2025-01-27,15.16,87.87,38.92,0.349,1.64,Agriculture,33.2,0
REG_00332,Mandi,2023-02-24,6.08,87.05,58.24,0.374,2.98,Agriculture,39.7,0
REG_00333,Kullu,2025-04-15,18.01,74.62,31.03,0.358,1.91,Agriculture,31.2,0
REG_00334,Chamba,2022-10-09,10.58,24.42,18.41,0.204,1.5,Forest,16.0,0
REG_00335,Gangtok,2024-07-22,39.32,124.33,25.73,0.424,2.85,Urban,43.6,0
REG_00336,Namchi,2022-12-17,4.99,72.18,17.23,0.349,1.94,Forest,25.9,0
REG_00337,Dehradun,2021-09-25,48.23,109.49,44.24,0.45,2.25,Forest,37.9,0
REG_00338,Gyalshing,2021-05-27,26.78,94.31,17.98,0.391,1.71,Forest,29.2,0
REG_00339,Pithoragarh,2023-01-24,23.62,51.02,35.91,0.248,2.57,Urban,31.8,0
REG_00340,Tehri,2023-02-15,7.41,47.33,56.17,0.253,2.19,Barren,32.6,0
REG_00341,Namchi,2021-07-13,60.75,118.54,31.69,0.409,3.0,Forest,37.3,0
REG_00342,Dehradun,2021-05-02,31.25,75.89,30.14,0.371,2.81,Forest,30.8,0
REG_00343,Mangan,2022-06-15,61.94,116.73,20.16,0.456,2.14,Forest,34.6,0
REG_00344,Uttarkashi,2023-04-27,40.3,74.43,47.69,0.342,3.03,Forest,33.2,0
REG_00345,Shimla,2021-12-04,63.54,112.04,25.21,0.381,2.13,Agriculture,35.5,0
REG_00346,Rudraprayag,2024-01-10,8.83,154.51,59.52,0.474,3.62,Forest,49.0,0
REG_00347,Uttarkashi,2021-08-03,51.85,107.2,18.34,0.411,3.54,Agriculture,37.4,0
REG_00348,Shimla,2020-06-02,146.72,189.32,10.11,0.52,4.12,Agriculture,49.5,0
REG_00349,Chamba,2024-08-06,61.38,85.96,36.97,0.388,1.84,Forest,31.6,0
REG_00350,Mandi,2022-09-23,117.49,187.82,13.43,0.608,4.41,Forest,50.2,0
REG_00351,Tehri,2023-05-28,19.1,73.69,28.48,0.293,2.64,Barren,33.0,0
REG_00352,Tehri,2022-12-28,14.1,75.17,32.58,0.261,2.22,Forest,27.2,0
REG_00353,Chamba,2022-10-05,25.82,56.02,22.42,0.294,1.77,Barren,28.2,0
REG_00354,Kinnaur,2025-11-11,44.74,90.26,58.91,0.394,1.32,Urban,41.3,0
REG_00355,Dehradun,2024-11-08,36.29,86.22,27.24,0.437,1.81,Forest,31.2,0
REG_00356,Mangan,2022-08-15,70.88,137.77,17.24,0.468,3.09,Forest,38.8,0
REG_00357,Haridwar,2021-03-28,19.5,168.44,11.87,0.641,3.59,Agriculture,49.3,0
REG_00358,Pakyong,2023-05-12,32.91,97.56,25.47,0.401,1.93,Agriculture,34.0,0
REG_00359,Kangra,2021-07-04,84.04,155.11,51.05,0.547,3.49,Forest,49.3,0
REG_00360,Gangtok,2024-06-23,158.23,187.99,22.3,0.714,4.19,Forest,53.9,0
REG_00361,Namchi,2023-08-05,18.36,34.06,39.94,0.263,0.69,Forest,20.6,0
REG_00362,Chamba,2024-10-23,9.25,75.77,59.46,0.36,2.53,Urban,41.3,0
REG_00363,Pithoragarh,2020-12-22,24.36,63.63,27.18,0.282,1.58,Urban,30.7,0
REG_00364,Tehri,2025-09-01,57.46,110.33,40.8,0.363,2.87,Agriculture,39.0,0
REG_00365,Gangtok,2024-11-20,45.7,73.79,39.98,0.357,1.85,Urban,36.4,0
REG_00366,Pithoragarh,2024-11-16,9.8,39.88,39.71,0.27,1.5,Forest,23.0,0
REG_00367,Rudraprayag,2024-06-19,77.29,270.82,57.67,0.816,5.04,Forest,73.7,0
REG_00368,Pithoragarh,2022-10-12,8.71,94.26,49.3,0.371,2.11,Forest,34.7,0
REG_00369,Gangtok,2023-09-10,69.66,126.52,10.44,0.399,2.27,Forest,33.0,0
REG_00370,Pakyong,2021-05-30,3.01,43.51,11.4,0.235,1.05,Forest,16.9,0
REG_00371,Mangan,2020-12-01,4.74,197.9,12.0,0.689,3.8,Barren,56.9,0
REG_00372,Kullu,2024-11-17,61.29,111.15,28.23,0.427,2.93,Forest,36.2,0
REG_00373,Shimla,2021-05-11,16.88,81.94,31.98,0.292,2.52,Agriculture,31.7,0
REG_00374,Chamoli,2022-06-14,60.22,174.73,50.36,0.591,4.44,Agriculture,56.9,0
REG_00375,Mandi,2022-05-01,6.09,37.77,41.81,0.353,1.05,Urban,30.8,0
REG_00376,Mangan,2024-08-14,42.42,147.69,60.0,0.621,3.5,Forest,51.8,0
REG_00377,Tehri,2025-04-15,56.7,159.94,49.7,0.496,3.59,Agriculture,51.0,0
REG_00378,Mangan,2024-04-17,17.69,36.04,53.67,0.18,0.51,Urban,27.2,0
REG_00379,Gangtok,2022-08-14,124.8,192.76,19.1,0.602,5.08,Urban,59.4,0
REG_00380,Chamba,2024-06-24,9.88,57.58,42.07,0.269,0.76,Urban,30.5,0
REG_00381,Uttarkashi,2023-07-15,53.54,88.26,17.45,0.355,1.62,Agriculture,29.8,0
REG_00382,Namchi,2023-12-11,51.35,107.81,43.75,0.341,2.02,Forest,34.4,0
REG_00383,Namchi,2023-04-06,10.98,108.73,50.48,0.437,3.02,Forest,40.1,0
REG_00384,Chamba,2022-12-02,6.71,72.75,25.01,0.291,1.18,Agriculture,26.8,0
REG_00385,Dehradun,2020-10-11,22.84,42.34,18.36,0.256,1.25,Urban,25.4,0
REG_00386,Shimla,2020-01-12,4.05,68.0,21.87,0.301,2.32,Forest,25.7,0
REG_00387,Pithoragarh,2024-06-18,26.34,67.82,50.55,0.295,1.67,Agriculture,31.6,0
REG_00388,Haridwar,2022-01-23,45.75,108.4,37.35,0.348,2.07,Forest,33.7,0
REG_00389,Pakyong,2025-09-13,47.95,146.58,36.82,0.491,3.13,Agriculture,46.3,0
REG_00390,Rudraprayag,2020-03-30,26.06,126.19,38.84,0.407,2.3,Forest,38.0,0
REG_00391,Rudraprayag,2022-02-14,58.17,96.13,34.62,0.329,1.89,Agriculture,33.5,0
REG_00392,Pithoragarh,2024-06-13,75.03,104.0,53.17,0.347,3.05,Forest,37.8,0
REG_00393,Kangra,2021-02-21,25.43,76.37,35.37,0.351,2.04,Barren,34.7,0
REG_00394,Kinnaur,2020-04-24,3.06,64.9,39.8,0.218,2.21,Forest,26.1,0
REG_00395,Pithoragarh,2021-09-08,45.46,77.59,58.99,0.4,2.28,Forest,35.4,0
REG_00396,Pakyong,2022-04-05,50.84,173.37,32.77,0.636,4.66,Agriculture,55.4,0
REG_00397,Namchi,2024-07-07,60.42,111.17,19.36,0.528,2.26,Barren,40.9,0
REG_00398,Gangtok,2024-02-25,4.88,164.27,38.15,0.509,3.31,Urban,53.4,0
REG_00399,Gangtok,2021-02-16,24.48,70.16,45.23,0.32,1.42,Barren,33.6,0
REG_00400,Dehradun,2021-12-29,41.02,102.75,16.26,0.385,2.58,Forest,31.5,0
REG_00401,Mangan,2021-11-06,11.01,40.1,18.1,0.201,2.18,Forest,19.1,0
REG_00402,Gangtok,2025-03-07,24.52,113.35,11.22,0.392,2.18,Forest,31.3,0
REG_00403,Kinnaur,2023-01-27,31.91,112.02,47.22,0.491,2.85,Forest,40.9,0
REG_00404,Mandi,2024-04-20,14.3,43.54,20.11,0.303,1.41,Forest,20.8,0
REG_00405,Pithoragarh,2022-09-04,61.07,122.57,55.05,0.423,2.65,Forest,41.3,0
REG_00406,Dehradun,2022-10-05,56.73,126.86,35.77,0.486,2.61,Forest,40.2,0
REG_00407,Tehri,2025-11-13,5.32,83.3,57.76,0.39,1.75,Agriculture,37.1,0
REG_00408,Gyalshing,2024-08-14,78.62,211.61,29.15,0.607,3.13,Forest,53.0,0
REG_00409,Gyalshing,2020-02-06,15.3,185.83,57.79,0.601,4.0,Agriculture,58.8,0
REG_00410,Shimla,2024-03-28,15.21,76.45,58.88,0.385,2.6,Urban,42.0,0
REG_00411,Mangan,2022-05-22,30.67,127.03,16.5,0.335,2.78,Urban,40.0,0
REG_00412,Pakyong,2024-12-26,25.83,63.23,16.25,0.29,1.2,Barren,26.7,0
REG_00413,Pakyong,2023-07-20,85.42,228.06,31.18,0.723,3.98,Urban,66.3,0
REG_00414,Kullu,2025-10-10,3.13,49.56,30.69,0.25,2.21,Urban,30.1,0
REG_00415,Pithoragarh,2021-08-18,43.27,116.14,42.5,0.409,3.25,Agriculture,41.9,0
REG_00416,Mandi,2025-03-18,13.51,65.98,15.63,0.337,2.0,Forest,24.7,0
REG_00417,Kullu,2021-12-29,17.92,123.86,47.82,0.461,1.83,Barren,44.6,0
REG_00418,Namchi,2023-09-27,161.43,177.02,21.25,0.473,4.57,Forest,47.2,0
REG_00419,Gangtok,2021-01-31,17.56,55.37,17.53,0.269,1.61,Agriculture,23.8,0
REG_00420,Gangtok,2021-11-29,29.61,102.04,49.73,0.326,1.98,Forest,34.3,0
REG_00421,Kullu,2024-06-23,70.68,193.86,14.01,0.64,3.2,Forest,49.4,0
REG_00422,Kullu,2021-01-30,27.9,46.21,45.58,0.221,2.34,Forest,25.2,0
REG_00423,Dehradun,2020-03-16,16.76,86.41,15.56,0.389,2.65,Forest,29.7,0
REG_00424,Mandi,2020-09-21,39.19,75.36,47.0,0.219,1.87,Forest,27.8,0
REG_00425,Mandi,2024-12-24,25.32,46.72,49.53,0.252,0.5,Forest,23.0,0
REG_00426,Uttarkashi,2021-12-18,23.45,93.87,39.23,0.382,1.97,Agriculture,35.5,0
REG_00427,Tehri,2022-04-30,4.18,142.77,27.59,0.422,2.82,Urban,45.9,0
REG_00428,Pakyong,2023-10-22,15.78,73.73,21.81,0.362,1.98,Urban,33.7,0
REG_00429,Dehradun,2020-05-23,15.66,104.18,50.45,0.45,2.72,Urban,45.7,0
REG_00430,Mangan,2022-06-03,52.32,84.5,15.34,0.371,2.36,Barren,33.4,0
REG_00431,Pakyong,2021-01-30,5.88,23.84,58.72,0.165,1.31,Barren,26.3,0
REG_00432,Chamba,2024-02-01,19.84,53.46,48.96,0.19,1.75,Agriculture,27.1,0
REG_00433,Kullu,2023-03-13,47.13,108.61,44.52,0.384,3.5,Agriculture,41.2,0
REG_00434,Kullu,2022-11-28,27.07,76.85,59.43,0.355,2.23,Agriculture,36.7,0
REG_00435,Mangan,2025-11-26,3.59,26.63,44.44,0.292,1.43,Agriculture,25.2,0
REG_00436,Kinnaur,2022-12-01,44.63,72.73,15.2,0.353,2.94,Forest,27.7,0
REG_00437,Mangan,2023-04-24,40.24,121.44,26.13,0.355,3.21,Urban,42.3,0
REG_00438,Haridwar,2021-09-25,54.17,172.54,39.27,0.576,3.65,Forest,50.4,0
REG_00439,Uttarkashi,2023-03-02,3.88,70.75,38.77,0.337,2.19,Barren,34.5,0
REG_00440,Gyalshing,2023-05-23,10.88,67.8,10.5,0.231,1.5,Forest,20.4,0
REG_00441,Namchi,2022-01-02,11.57,47.33,23.0,0.248,1.06,Urban,26.2,0
REG_00442,Kinnaur,2020-08-22,31.24,38.45,46.81,0.29,1.68,Forest,24.9,0
REG_00443,Kinnaur,2022-01-20,19.6,123.69,42.98,0.467,2.01,Agriculture,41.8,0
REG_00444,Namchi,2022-08-11,46.49,98.1,54.88,0.34,2.36,Forest,35.8,0
REG_00445,Kinnaur,2024-03-22,5.17,183.66,58.01,0.637,4.35,Forest,57.7,0
REG_00446,Mandi,2023-04-12,13.26,58.87,53.48,0.292,1.88,Barren,33.8,0
REG_00447,Mangan,2024-08-03,151.25,210.35,37.66,0.737,4.73,Agriculture,63.2,0
REG_00448,Kullu,2023-04-06,31.0,82.08,37.15,0.276,1.78,Forest,28.2,0
REG_00449,Mandi,2023-11-17,22.71,53.85,28.47,0.259,2.49,Agriculture,27.0,0
REG_00450,Namchi,2023-05-02,10.56,107.25,54.94,0.323,2.54,Forest,36.8,0
REG_00451,Dehradun,2024-03-20,4.26,30.02,51.53,0.18,0.84,Forest,20.3,0
REG_00452,Chamoli,2025-09-07,38.3,88.79,48.95,0.415,2.86,Urban,43.1,0
REG_00453,Gyalshing,2023-12-16,29.69,61.87,48.92,0.356,1.14,Barren,33.5,0
REG_00454,Kangra,2024-02-28,8.18,52.89,52.44,0.382,1.54,Barren,34.6,0
REG_00455,Pithoragarh,2023-10-20,18.31,89.33,55.94,0.338,1.64,Urban,40.0,0
REG_00456,Kullu,2025-01-30,22.91,186.42,51.05,0.705,3.71,Urban,63.8,0
REG_00457,Gyalshing,2023-09-27,27.47,129.54,50.75,0.53,2.95,Forest,44.7,0
REG_00458,Chamoli,2021-05-14,16.38,83.53,43.02,0.343,2.31,Forest,32.1,0
REG_00459,Gangtok,2024-08-07,87.29,154.65,32.91,0.546,4.03,Forest,47.2,0
REG_00460,Kangra,2021-05-25,54.49,68.07,37.54,0.294,1.37,Agriculture,28.8,0
REG_00461,Kangra,2020-08-04,77.41,193.29,36.77,0.673,5.18,Agriculture,60.4,0
REG_00462,Rudraprayag,2023-08-17,106.85,186.38,51.21,0.543,4.21,Agriculture,56.8,0
REG_00463,Dehradun,2023-03-01,10.75,94.61,23.3,0.348,2.18,Forest,30.0,0
REG_00464,Chamba,2025-01-01,33.88,40.73,28.16,0.26,1.79,Forest,21.5,0
REG_00465,Gyalshing,2024-12-15,4.83,68.46,37.86,0.329,2.11,Forest,28.7,0
REG_00466,Shimla,2023-04-20,23.48,55.67,59.25,0.293,1.36,Forest,28.4,0
REG_00467,Dehradun,2020-03-31,18.71,74.63,34.47,0.279,2.17,Urban,34.3,0
REG_00468,Haridwar,2021-12-14,38.17,84.68,16.32,0.303,2.16,Forest,26.5,0
REG_00469,Chamba,2025-02-24,22.97,89.48,43.7,0.352,2.16,Urban,39.3,0
REG_00470,Gangtok,2020-02-08,13.79,72.68,40.82,0.229,1.15,Forest,25.3,0
REG_00471,Mangan,2020-06-21,120.17,146.51,52.33,0.559,3.2,Agriculture,50.7,0
REG_00472,Uttarkashi,2021-10-14,22.72,104.41,52.74,0.451,2.97,Forest,40.2,0
REG_00473,Haridwar,2022-01-23,6.7,43.07,22.96,0.283,1.62,Agriculture,23.7,0
REG_00474,Kinnaur,2023-05-28,14.53,96.96,12.27,0.394,2.73,Forest,30.7,0
REG_00475,Kinnaur,2022-12-17,5.93,38.4,49.25,0.231,1.2,Agriculture,25.4,0
REG_00476,Pithoragarh,2024-08-10,87.01,124.96,42.62,0.375,3.63,Agriculture,42.8,0
REG_00477,Chamba,2021-03-31,23.21,75.41,17.07,0.378,1.98,Agriculture,29.5,0
REG_00478,Gyalshing,2022-04-08,49.01,103.58,59.28,0.417,2.24,Agriculture,41.4,0
REG_00479,Rudraprayag,2022-06-13,66.15,117.21,56.3,0.522,3.19,Forest,44.5,0
REG_00480,Chamba,2023-10-16,12.48,44.08,46.16,0.259,1.6,Urban,31.0,0
REG_00481,Gyalshing,2025-05-12,3.71,176.49,12.69,0.581,4.06,Agriculture,49.9,0
REG_00482,Kullu,2025-06-19,66.12,101.89,20.67,0.362,3.59,Forest,33.6,0
REG_00483,Kinnaur,2020-07-08,62.25,89.29,26.23,0.398,3.53,Barren,38.8,0
REG_00484,Chamba,2021-05-19,17.77,43.17,12.8,0.285,1.68,Agriculture,22.2,0
REG_00485,Namchi,2023-04-29,12.72,45.12,51.37,0.329,1.5,Forest,27.1,0
REG_00486,Chamoli,2024-03-11,12.74,34.18,13.83,0.281,0.97,Forest,17.3,0
REG_00487,Mangan,2022-04-03,17.73,88.79,20.27,0.35,2.22,Forest,28.9,0
REG_00488,Mandi,2022-07-17,68.81,105.95,25.95,0.346,3.06,Forest,33.5,0
REG_00489,Gyalshing,2022-07-22,60.73,127.15,26.6,0.518,2.61,Forest,39.4,0
REG_00490,Chamba,2023-02-14,12.44,47.73,23.26,0.247,1.24,Urban,26.6,0
REG_00491,Pithoragarh,2020-05-13,59.04,128.54,58.93,0.452,3.02,Agriculture,46.6,0
REG_00492,Gyalshing,2025-10-06,12.15,133.75,58.04,0.469,2.72,Forest,44.5,0
REG_00493,Chamba,2021-11-15,13.68,38.29,41.01,0.343,0.5,Barren,27.9,0
REG_00494,Pithoragarh,2025-01-26,2.9,104.57,16.26,0.435,1.29,Forest,30.4,0
REG_00495,Namchi,2022-03-25,33.96,134.32,45.33,0.526,3.02,Agriculture,46.9,0
REG_00496,Chamoli,2023-03-18,1.18,81.73,58.77,0.428,1.87,Agriculture,38.3,0
REG_00497,Tehri,2020-03-20,6.97,40.31,59.92,0.266,1.47,Agriculture,28.8,0
REG_00498,Mangan,2020-07-21,96.17,112.56,40.83,0.405,1.99,Agriculture,38.5,0
REG_00499,Chamoli,2023-06-06,23.61,51.63,19.43,0.213,0.74,Agriculture,20.6,0
REG_00500,Kangra,2024-08-26,49.97,158.27,51.58,0.524,4.04,Barren,55.2,0
REG_00501,Gangtok,2023-06-04,71.31,168.26,41.14,0.586,3.62,Agriculture,52.9,0
REG_00502,Pithoragarh,2024-08-09,68.28,113.68,32.61,0.46,2.79,Agriculture,40.3,0
REG_00503,Mandi,2024-04-04,9.01,78.66,17.5,0.331,2.75,Urban,34.4,0
REG_00504,Mandi,2025-09-25,107.14,194.53,21.99,0.602,3.65,Urban,57.2,0
REG_00505,Pakyong,2023-06-10,110.49,170.48,38.93,0.561,4.17,Urban,57.2,0
REG_00506,Mangan,2024-03-29,25.24,46.93,23.03,0.246,1.23,Agriculture,22.4,0
REG_00507,Haridwar,2023-03-12,11.03,58.74,33.89,0.355,1.23,Forest,25.8,0
REG_00508,Kinnaur,2023-10-28,18.46,54.04,45.78,0.342,1.74,Barren,33.0,0
REG_00509,Chamba,2021-04-15,9.95,52.7,59.37,0.303,1.67,Urban,35.5,0
REG_00510,Tehri,2022-11-01,72.18,133.61,12.2,0.457,3.62,Barren,43.3,0
REG_00511,Shimla,2023-09-15,85.49,139.37,49.84,0.508,3.19,Forest,45.7,0
REG_00512,Chamoli,2022-08-25,56.07,73.26,16.39,0.387,1.53,Barren,31.0,0
REG_00513,Rudraprayag,2020-12-23,63.54,186.24,57.18,0.621,3.48,Barren,60.8,0
REG_00514,Chamoli,2021-10-29,12.27,42.81,48.5,0.27,0.8,Agriculture,25.9,0
REG_00515,Kullu,2021-01-07,20.27,52.05,29.89,0.302,1.15,Forest,22.9,0
REG_00516,Shimla,2022-10-28,29.12,47.88,35.63,0.27,0.62,Agriculture,24.0,0
REG_00517,Kangra,2023-02-19,10.32,88.68,43.84,0.396,1.76,Agriculture,35.6,0
REG_00518,Namchi,2023-10-03,9.68,30.38,38.05,0.157,1.18,Agriculture,20.7,0
REG_00519,Kangra,2020-03-30,32.88,83.79,59.0,0.336,1.43,Forest,32.9,0
REG_00520,Gyalshing,2021-06-23,107.97,198.27,59.93,0.703,5.1,Forest,62.9,0
REG_00521,Pithoragarh,2022-05-18,29.04,261.47,12.85,0.797,6.14,Agriculture,69.3,0
REG_00522,Namchi,2020-02-10,23.33,93.83,46.39,0.423,2.4,Forest,36.0,0
REG_00523,Gangtok,2022-01-09,58.64,118.29,47.34,0.42,3.6,Forest,41.4,0
REG_00524,Gyalshing,2025-04-30,17.24,173.5,49.51,0.605,3.3,Forest,52.2,0
REG_00525,Gangtok,2023-05-09,8.12,46.58,55.85,0.222,1.04,Urban,30.9,0
REG_00526,Chamoli,2022-07-17,36.29,143.4,39.67,0.516,2.51,Urban,49.8,0
REG_00527,Mandi,2025-07-29,58.98,103.63,22.73,0.339,2.23,Urban,37.3,0
REG_00528,Namchi,2022-07-13,8.05,231.75,43.58,0.798,5.0,Forest,66.2,0
REG_00529,Kullu,2024-04-30,41.7,172.07,26.15,0.619,3.96,Forest,49.8,0
REG_00530,Gangtok,2021-01-24,22.33,53.85,27.13,0.326,2.43,Forest,25.8,0
REG_00531,Kinnaur,2024-06-05,45.83,137.49,40.65,0.47,3.16,Barren,47.9,0
REG_00532,Tehri,2020-09-12,122.2,166.53,24.45,0.57,4.16,Forest,48.1,0
REG_00533,Uttarkashi,2021-12-09,5.46,79.76,44.73,0.343,1.9,Barren,36.1,0
REG_00534,Rudraprayag,2025-01-12,6.87,79.47,52.66,0.21,2.35,Agriculture,32.5,0
REG_00535,Uttarkashi,2025-04-28,17.69,25.34,59.27,0.175,0.72,Forest,20.7,0
REG_00536,Gangtok,2020-01-10,45.6,138.25,18.42,0.479,2.94,Agriculture,41.6,0
REG_00537,Tehri,2022-03-08,22.15,38.35,32.77,0.254,2.0,Urban,28.8,0
REG_00538,Gyalshing,2022-05-26,7.05,88.51,47.03,0.353,2.65,Forest,34.3,0
REG_00539,Dehradun,2022-10-25,8.23,87.23,38.87,0.397,2.29,Agriculture,35.7,0
REG_00540,Namchi,2022-10-12,19.43,92.68,13.23,0.354,3.13,Forest,30.1,0
REG_00541,Chamba,2024-12-29,4.28,63.48,27.4,0.358,1.6,Forest,26.1,0
REG_00542,Gangtok,2021-01-08,4.72,85.92,49.69,0.382,2.42,Agriculture,37.2,0
REG_00543,Gyalshing,2020-08-11,62.97,132.47,34.64,0.491,2.92,Urban,47.8,0
REG_00544,Gyalshing,2023-06-16,100.8,125.11,44.72,0.41,2.71,Urban,46.2,0
REG_00545,Chamoli,2024-12-07,27.81,65.0,42.03,0.351,1.62,Forest,28.6,0
REG_00546,Haridwar,2022-05-02,17.69,55.95,57.17,0.343,1.89,Forest,30.4,0
REG_00547,Uttarkashi,2020-03-03,30.98,58.2,52.91,0.349,0.5,Forest,27.3,0
REG_00548,Tehri,2023-05-25,49.99,147.94,27.19,0.513,3.07,Urban,49.2,0
REG_00549,Uttarkashi,2021-11-19,10.79,58.22,34.88,0.308,2.89,Agriculture,30.6,0
REG_00550,Haridwar,2024-01-24,4.08,44.46,33.82,0.267,2.32,Forest,24.1,0
REG_00551,Chamba,2024-06-21,58.85,116.32,23.95,0.34,2.3,Urban,39.2,0
REG_00552,Dehradun,2025-11-22,7.19,60.34,41.05,0.339,1.39,Urban,33.6,0
REG_00553,Rudraprayag,2021-05-25,23.2,107.86,23.03,0.403,3.45,Forest,35.4,0
REG_00554,Dehradun,2021-01-19,5.6,52.07,17.98,0.284,1.31,Barren,25.8,0
REG_00555,Rudraprayag,2021-02-08,15.4,42.13,15.51,0.207,1.89,Agriculture,21.0,0
REG_00556,Gyalshing,2021-06-01,42.73,73.66,24.32,0.25,2.36,Forest,25.6,0
REG_00557,Shimla,2021-04-20,12.78,88.99,33.66,0.402,2.36,Forest,32.8,0
REG_00558,Tehri,2025-06-23,71.75,134.71,15.78,0.527,3.0,Agriculture,42.0,0
